product,answer_option,review_score
earphone,"Excellent quality fast cool mode, economy mode.",0.9871244635193132
earphone,Silent Excellent cooling,0.9742489270386266
earphone,"Great AC, must buy Fully satisfied with the AC.",0.9742489270386266
earphone,Super efficient ac with good look,0.9742489270386266
earphone,Everything is good and fine I love it.,0.9721030042918456
earphone,Great productHighly recommend,0.9678111587982832
earphone,Very good performance,0.9549356223175964
earphone,Voice level is more else good,0.9549356223175964
earphone,The media could not be loaded Ultra nice product……👌🏻👌🏻👌🏻,0.9527896995708156
earphone,I received 2021 model instead of 2022. Otherwise LG AC is good...its cooling is awesome.,0.9506437768240344
earphone,Very good quality,0.9506437768240344
earphone,Impressive product... Very satisfied with it.. Thank you Amazon...,0.9484978540772532
earphone,Product is very good and good quality,0.946351931330472
earphone,Very good product,0.9399141630901288
earphone,"Very good product,",0.9399141630901288
earphone,"Nice product, working fine as expected",0.9334763948497854
earphone,Good cooling cooling on 28* also,0.9334763948497854
earphone,Good product and quick installation,0.9313304721030042
earphone,Very good cooling and silent,0.9313304721030042
earphone,Very good product as we think,0.9291845493562232
earphone,Nice product swift installation,0.9291845493562232
earphone,Installation very nice Nice product,0.924892703862661
earphone,The media could not be loaded Installation good and working also good,0.924892703862661
earphone,"Very slient, energy efficient AC. Convertible feature is good",0.9206008583690988
earphone,Best product in the world and this product fill good at home I am very happy buying this product nice,0.9163090128755365
earphone,Nice product. Worth buying,0.9120171673819742
earphone,Special with HC himalaya cooling 👌,0.907725321888412
earphone,Good productAble to maintain temperature accurately,0.9055793991416308
earphone,The media could not be loaded I purchased 1 Month ago Super cooling Nice Product,0.9055793991416308
earphone,"Good cooling,Less power consumption,Less noise level",0.9012875536480688
earphone,Good product. Nice features,0.9012875536480688
earphone,The media could not be loaded Good product,0.8927038626609443
earphone,Lg is superb as always,0.8905579399141631
earphone,Excellent performance. Cools with in seconds Almost silent operation. Higly recommends this product to all.Remote control is also very easy to use,0.8841201716738197
earphone,I love this product,0.8776824034334764
earphone,Perfect A. C.using it on a 3kva inverted full day.,0.8733905579399142
earphone,its very good,0.871244635193133
earphone,The modes on the AC are very good and you can use the high energy efficient mode throughout the night when needed It cools very fast in 38-40 °C temperatures,0.871244635193133
earphone,Really very nice experience with lg ac...Installation is very quick I received product and get call for installation in just couple of hours.Installation guns are very polite.Really very happy with same day installation,0.8669527896995708
earphone,Its one of the LG’s top model and working in very good condition. There are no complaints on this as my relatives also purchased the same model or product,0.8626609442060086
earphone,The media could not be loaded Best product excellent performance noise level is little bit high more functions user friendly sleep mode is goodGood productExcellent,0.8605150214592274
earphone,Lg great service providedThis is nice product,0.8605150214592274
earphone,Fast cooling minimum noise and plenty of functionality,0.8583690987124464
earphone,I am totally satisfied with the C performance.for me installation charges were 1499+324(drain pipe and other accessories) = 1743.Within 2 minutes it cool down the room,0.8433476394849786
earphone,Best AC. Very efficient and no noise,0.8369098712446352
earphone,Started using Good product,0.8369098712446352
earphone,The media could not be loaded Installation charge 1414+250 outdoor stand fitting 😡😡,0.8326180257510729
earphone,C not cooling enough dont buy this product,0.8304721030042919
earphone,All in one of the most amazing products and very useful purchase of my life,0.8304721030042919
earphone,The AC fits your need. Go for it. its the latest and the best available and the quietest too!,0.8304721030042919
earphone,C stop cooling Austin 1 month fan becomes slow top failure model,0.8261802575107297
earphone,Best cooling👍No much soundAutomatically switching to room temperatureThe best 6 in one ac with dual inverted,0.8261802575107297
earphone,Every thing is great 👍👍👍,0.8240343347639485
earphone,Still dnt know about Energy efficiency Noise level is very less and sleep mode also good,0.8197424892703863
earphone,Wonderful gift to my brother who loves more in his room which cools faster... Value for money and wonderful modes that makes all in family to have nice sleep.,0.8197424892703863
earphone,The media could not be loaded Excellent,0.8197424892703863
earphone,"Superb AC with 6 in 1 Features , Instant cooling with Energy efficient , i Request buyers can afford without any hesitation",0.8175965665236051
earphone,The media could not be loaded Awesome product ❤️❤️❤️❤️❤️,0.8154506437768241
earphone,The media could not be loaded Fully satisfied with product,0.8133047210300429
earphone,Good cooling and model,0.8133047210300429
earphone,Fantastic product i liked it very much the product is excellent I liked the product and hence wanted to give it 5 star.,0.8111587982832618
earphone,Good,0.8090128755364807
earphone,Good,0.8090128755364807
earphone,Good,0.8090128755364807
earphone,Good,0.8090128755364807
earphone,Good,0.8090128755364807
earphone,Good,0.8090128755364807
earphone,Good,0.8090128755364807
earphone,Good,0.8090128755364807
earphone,Good,0.8090128755364807
earphone,good,0.8090128755364807
earphone,Good,0.8090128755364807
earphone,Good,0.8090128755364807
earphone,good,0.8090128755364807
earphone,Good,0.8090128755364807
earphone,Good,0.8090128755364807
earphone,Good,0.8090128755364807
earphone,Cooling is good.Noise level is low.Working very well Good product to buy,0.8068669527896996
earphone,Good function build in this act i hope same will continue in the future as well.Ai mode and convertible are more energy efficient,0.8068669527896996
earphone,Very powerful and less noise more power perfect and suitable for home,0.8047210300429185
earphone,Very nice AC this is running only 2 min chilled the room,0.8047210300429185
earphone,Such products should never be bought online I got the product from Aroma store. Everything was told like for what I will have to pay extra and all these things The installation was perfectly done,0.8025751072961373
earphone,I like the HC mode cooling very fast,0.8025751072961373
earphone,Good product. But noise level is high,0.8004291845493562
earphone,Overall a good product but it should have sleep profile with sleep mode,0.7982832618025751
earphone,Almost no noise and very energy efficient,0.7982832618025751
earphone,Superb 👌👌,0.7982832618025751
earphone,Excellent 👌👌👌,0.7982832618025751
earphone,its good deal to buy this AC and functions are very user friendly My whole family liked this Product. And We are Happy to purchase it.,0.7939914163090128
earphone,AC Performance with 6 In 1 Function is really good,0.7918454935622318
earphone,Totally hassle free purchase and hassle free installation Go for it . Remember you gotta pay like 2700 for installation,0.7918454935622318
earphone,Used ac in 4 in 1 mode and ran ac for 13-14 hrs a day @21degree for 30 days Her day average consumption was 3-4 units only Measured the same in smart switch also Its pefect ac to buy,0.7854077253218884
earphone,The media could not be loaded Awesome product go ahead ver good product take care while installing ac nice product from lg best ac love it,0.7811158798283262
earphone,The media could not be loaded Frost service from lg. Getting CH 05 error and AC Aumatically stops working this error will came twice within a week after installation,0.7811158798283262
earphone,నేను కొని years అయినది రిపేర్ వచ్చినది total AC కరీదు లో సగం అనగా ₹19000 bill చేశారు. దీనిని బాగు చేయటానికి కంపెనీ వారికి 22రోజులు పట్టినది. పైగా గేరంటి లేదు. అందువలన LG Grand ఎవ్వరూ కొని ఇబ్బందులు పడవద్దు.,0.7746781115879828
earphone,Very good features introduced by No 1 electronic company LG . Good performance LG Air conditioned with AI technology 2022 model . It is the best model in the current year .,0.7746781115879828
earphone,The media could not be loaded Its has different modes u can cool up room instantly and than run it smoothly......very nice ac,0.7725321888412017
earphone,"I liked most low noise level , 40% electric consume saves lots of energy",0.7703862660944206
earphone,"Of you want to save electricity than go for it,but if you want freezy kind of cooling this machine is not for you,it's struggling when you need quick cooling..i have 5 years old Daikin Inverted ac which is still much impressive and better cooling than lg",0.7703862660944206
earphone,The look and the performance. It cools very fast,0.7682403433476395
earphone,"Dont go for this product, outer unit makes very noisy They didn give any copper wire. For installation they took 4500 including copper wire. Better to get the product directly from shop where they are giving the copper wire free with free installation with same price.",0.7639484978540773
earphone,One of the best air conditioned I ha e ever seen.......i canst hear any noise from out door unit and cooling is awesome.....you can close your eyes and buy this product.... I am very much satisfied..... 😁😁😀,0.7639484978540773
earphone,Best Product . No noise . Very nice cooling .. My room size is 14 x 14 but 1.5 ton chilled the room very fast .,0.759656652360515
earphone,》The best ac in its class.》Best & professional installation you should know how to make pp work by telling them front that well pay extra over standard installation charges if every thing done at opium level,0.7575107296137339
earphone,Airconditioner is practically silent really good and efficient installation was a pain and still not correct still dealing with the inward water flow after 15days. So many core cutting holes made by the installation guns which have been incorrect places and now filled by shabby white cement . Installation is a horror & is negative star rating . AC is 5 star rating,0.7532188841201717
earphone,"No issues with the product,but when comes to installation part their are many hidden charges They charge out door installation charge ₹300 since I have my own outdoor stand, masking of tape on copper wire ₹200 and as usual they take ₹1,415 for installation",0.7532188841201717
earphone,"The cooling is absolute standout. Been using Bolts for a while But this stands out in terms of modes, cooling and energy efficiency",0.7510729613733905
earphone,C does not cool at all Very disappointing,0.7489270386266095
earphone,Nice performance. Value for money Just take care of cleaning and AC will take care of you. Flexible speed quick cooling My room room get cooled with in 10 minutes and after that I put my AC in 40% effiency . And this saves energy and money,0.7489270386266095
earphone,Installation not done properly from day two water leakage from ac,0.7467811158798283
earphone,Product is great Performance is unto the mark. No doubt why this is the best selling AC in India right now,0.7467811158798283
earphone,LG IS ALWAYS GOOD & BEST QUALITY GOOD POWER SAVING MODEL AND COMFORTABLE AIR WITH LOW NOISE AC …SUPERB EXCELLENT,0.7446351931330472
earphone,"Fan speed is slow , only run in speed when on HC modeCooling is ok.... My Hitachi star is much better than this energy rating consume unit per day in uses of 12hr in a dayton happy with the performance",0.7446351931330472
earphone,"Best ,Got in 42249",0.7424892703862661
earphone,Great product... its artificial intelligence ensure the cooling is maintained inside the room Power consumption has been very very low This is the fourth dual inverted AC which I have purchased for my residence,0.740343347639485
earphone,No copper pipe in it and fitting and installation charges extra waste buying online,0.740343347639485
earphone,best ac lg,0.7381974248927039
earphone,"Installation was very quick ....as it was a holiday but still my installation done at right time quick chill , powerful impact...",0.7381974248927039
earphone,Copper wire not received Lg installed technical open and checked,0.7339055793991416
earphone,No colling. Very low cooling is done by the AC.. very bad experience had hope from lG.. not good productMost Horrible AC!! Do not but LG horrible cooling Does bot cool at all and requires cleaning every few days,0.7317596566523605
earphone,"I purchased this AC 3 years before... Now cooling of this AC is totally ineffective. I have checked my Gas, Jet cleaned all the filters still it canst cool my room below 27 degree after running of 6 hours...when I asked the technical they only said one thing..."" THIS IS A FAILURE PRODUCT OF LG"".",0.7317596566523605
earphone,Everything is perfect but you should stay cautious during installation as the engineer may charge extra and may not give you the GST bill. Rest be assured this product is awesome with best of the features,0.7296137339055794
earphone,The media could not be loaded Cooling is good But the installation guy was not good drilled a wall containing water pipe without asking,0.7274678111587983
earphone,"Copper wire is missing from my order, LG you have such a good brand name...but still you are doing this kind of cheap cost saving....@amazon you are promoting this .....not a good thing ....",0.7274678111587983
earphone,The media could not be loaded Water leakage started in the inner unit,0.7274678111587983
earphone,Cool my room just in 5 min. Little bit noisy,0.7274678111587983
earphone,The media could not be loaded We didn get copper pie in box,0.723175965665236
earphone,its been about a month I'm using it. The best part is u can operate it using lesser power if ur room is smaller Till now no complaints Would have been happier if I have got glow buttons in remote along with its case. All in all a 4 star it deserve.,0.723175965665236
earphone,"Mummers are sometimes challenging to manage, and the warmth is beyond the capacity of desert coolers. There comes an AC to fill in the space.•••••••••••••••••••🎁 INSIDE BOX•••••••••••••••••••1x indoor unit1x outdoor unit1x indoor unit fixing plate5x screws nylon sleeves power supply cable to connect the indoor and outdoor unit1x mr copper pipe with insulation includes both copper pipes for forward and return line)1x vinyl tape roll2x ties remote2x batteries quick reference guide, installation manual and user manualThere isn't any power plug for the indoor unit power cable or stand for the outdoor unit. You need to purchase it separately from outside or from the installation engineer for extra payment. cost details below)Warranty: 1yr on the product, 5yr on PCB, 10 yes compressor with gas charging•••••••••••••••••••••••••••••••••••••➕ OBSERVATIONS & PROS•••••••••••••••••••••••••••••••••••••1. Powerful cooling even with normal mode. I'm using it for 250 soft hall with doors to 3 rooms.2. It has four normal modes where AC runs at 100%, 80%, 60%, 40% capacity to reach the same temperature and can be used in conjunction with the density of crows and heat generating systems inside the room whereas a high capacity mode (6 in 1_H'Capa button on remote which runs at 110% capacity and extra speed of indoor unit for faster cooling runs only for 90 mins). This setting has a dedicated button on the remote.4. Then, we have an AI mode that senses the load and runs at optical capacity (6 in 1_AC+4 button on remote)5. Fins on both units have what they call ocean black coating to enhance the life of the fins by providing protection against external elements Indoor unit sound is on the lower side. The outdoor unit is a bit loud but its an outdoor one.7. Large display which you can switch off especially at night)8. You may use it simply to create an inflow inside the room without a cooling effect9. It has a dehumidifier mode to reduce humidity inside simply10. Since this one is an ISEER 5 star device (818 units per year under test conditions it consumes fairly less electricity but dont expect wonders11. It has a hidden power on/off button located below the horizontal vane, on the right side, for use in case of emergencies12. Sleep mode is a nice option as at a set temperature you tend to start feeling cold after some time, and this mode increases temperature by 2 degrees over the next hour.•••••••••••••••••••••••••••••••••••••➖ OBSERVATIONS & CONS•••••••••••••••••••••••••••••••••••••The only cons are in the remote and not the unit:1. No backlight for the display, which makes it challenging to operate with the lights off at night.2. Keys are neither ""glow in the dark nor neither have backlight••••••••••••••••••••••••••••••••••••••••••••••••⚙️ INSTALLATION AND COSTS••••••••••••••••••••••••••••••••••••••••••••••••Costs involved can also be confirmed with LG support while schelling installationInstallation charges 1199 plus GST includes unpacking assembly drilling installation core drill on the wall, testing and demo)15/16 amp 3 pin top - ~80AC wall stand (LG brand)- 750 plus GSTExtra drain pipe- 100 per meterOverall, I paid 2300 and got an e-invoice for the same excludes 3-pin top and drain pipe, which I didn purchase from the engineer)They charge extra for a set of interconnection pipes between the indoor and outdoor unit two copper pipes for inlet and return) if the supplied 3-meter set is insufficient But if carefully planned you wont need it.Other points to note:1. It comes with a leaflet having installation instructions along with a user manual Please GO through it and ask them to follow the guideline such as the indoor unit is installed at a slight inclination rather than being completely horizontal for smooth flow of water that collects on the tray over time of operation2. Leakage are to be checked using soap water at all the joints Power supply and all also need to be checked and generally this step is skipped When the engineer calls before visiting ask them to bring a core drill to avoid using a hammer and chisel which damages the wall, and the hole is also not uniform.5. Carefully plan the position of the hole on the wall so that the wire, drain pipe, and copper pipes can directly go to the opposite side of the wall and can be hidden behind the unit.6. The hole should not be straight but have an inclination of a few degrees toward the outside.•••••••••••••••••••••••••••••••••••••🔁 FEATURES•••••••••••••••••••••••••••••••••••••1. All of the features are accessible via remote and the main unit has only one button to switch the unit on/off, and that too is buried deep inside Comfort air mode tongues between the top and bottom positions of the horizontal flap. So, if suddenly you need to turn the inflow toward the ceiling away from you, this is the button. Handy at times and reduces the necessity of using the swing button to tongue through all swing positions Dedicated light off button to switch on/off main units display4. Mode to tongue between cool dry and dehumidification modes5. 6 in 1 H'Capa and 6 in 1 AC + 4, to switch between 4 capacities (100%, 80%, 60%, 40%), AI mode, and High capacity mode6. Horizontal and vertical swings can be combined for many positions to direct air anywhere in the room It can be towards the top right corner, bottom left corner, center, left or right half of the room etc.7. Room temperature tells the current room temperature via a sensor installed in the remote so its like the remote's temperature which should be the same as room temperature )8. Sleep button - sleep function is an exciting bit where you can set 1 hour to 7 hours timer, and additional system increases the temperature in increments of 1 every 30 mins two times in any cycle for comfortable sleep9. Timer button to set on/off time10. Function button is pretty useless here since it has no additional functionality•••••••••••••••••••••••🏆 FINAL VERDICT•••••••••••••••••••••••The device has many useful features and perfectly does the one job it is made for - efficient cooling.You may got for the version with WiFi conductivity for 1k or 2k more to control AC via internet and one of the use cases could be to pre start it before reaching home to have comforting room environment But personally I feel it a bit gimmicky, for e.g. my washing machine has that feature and I seldom use it.",0.721030042918455
earphone,Not Working Properly and Cooling is also not as per expectations,0.721030042918455
earphone,Does its work nicely Noise it doest disturb and its very low,0.7167381974248928
earphone,I'm searching for the best product in AC. And I'm happy to buy this product. It fulfill my all expectations Good job by LG.,0.7145922746781116
earphone,Good 👍 and energy efficiency is good and artificial intelligence in ac is available and 6 in 1 is available in that ac,0.7145922746781116
earphone,NO PROPER TOOL WAS USED FOR BENDING THE COPPER PIPES.After long term usage will give updates.,0.7124463519313304
earphone,its completely different charges installation added with zero but when technical came from LG they asking 1500Rs although its included with AC. Completely opposite from description mentioned over here,0.7124463519313304
earphone,LG employee pushed us to go for extended warranty end up paying 8000rs extra,0.7103004291845494
earphone,"This is the Best AC for Energy Savings I have Used this From 11:00 PM To 05:00 AM and This Only Used 4 Headings including My Fridge, Lights and Fan. Of We Calculate then 4×7Rs per Reading is equal to 35 Rs Her Day and Total One Month is 35×30=Rs-1050....!!!!",0.7103004291845494
earphone,Product design was good and impressive.It's awesome and features are too good,0.7060085836909872
earphone,"The media could not be loaded I had already the same AC , its a very good product with less energy consumption .one month bill is 2200 before AC and after AC installation its same so we can say its taking less electricity....",0.7060085836909872
earphone,Review after 2 months Satisfied with product and noice levels are less Installation was done on same day. No complaints Overall a good buy,0.703862660944206
earphone,Not energy efficient Too much noise.Functions not working properly and difficult to operate.not satisfied with the product.Delivery and installation is good,0.7017167381974249
earphone,The media could not be loaded Lg प्रोडेक्ट बेहतरीन है,0.6995708154506438
earphone,"its been just one year since i bought this dual inverted AC from LG in showroom nearby.From one year , i faced like 6-7 times motor problems Code errors... Also my room is quiet small only This 1.5 ton ac doesn bring any cooling to the room even when it cools like 2-3 hours i complaind multiple times they changed the coil & motor in warranty Nothing works lg customer care team simple saying that this ac got low output only god damn i bought this ac for like 40k.Recommended not to buy AC from brand like lg",0.6995708154506438
earphone,Till now working fine,0.6995708154506438
earphone,"Only problem was the remote doesn have a backlit display, so its hard to see in dark Everything else was good",0.6995708154506438
earphone,C was working good,0.6931330472103004
earphone,I dislike this project,0.6931330472103004
earphone,I have been using This AC since last month and I would say it is best AC in this prize range. Cooling is awesome. My room size is 15*12 and it cools my room within 10-15 mins only.Must buy product,0.6909871244635193
earphone,I like this C very gud ac,0.6888412017167382
earphone,This is waste of money Needed to pay 10k extra to get the installation done Most of the parts were missing in the item delivered,0.6888412017167382
earphone,This product is very good.But noise issue.,0.6888412017167382
earphone,Recommended to all for this deal. All the features are available,0.6845493562231759
earphone,"I actually love the cooling energy efficiency silence mode, quality of unit and professionalism of person came for installation It is slight expensive than some other brand, but it is trusted brand.",0.6781115879828327
earphone,I am writing review only after one day use. The AC unit is very very good Its cooling is good Noise level is little more what I expected but Ok. Remote is user friendly and size is good Outdoor unit is mot making much noise as it is dual inverted AC unit.,0.6738197424892703
earphone,its excellent cools entire room within 5 mins in normal AC mode. Done the same within 2 mins in HC mode. Saves energy alot.. cons: installation lots of hidden charges they mentioned in description 1400+.. but we have to pay 3k to 5k even you have existing AC stand.. Wall hole.. stabilizer etc .,0.6716738197424893
earphone,This is the best AC I have ever seen,0.6695278969957081
earphone,We buyed on 28 th February after one month water is leaking from ac how to raise complaint I want to give complaint cooling is also very slow after 2 hours room is becoming cool,0.6673819742489271
earphone,Installing guns are not professional...bad handling...not installed perfectly... totally disappointed with installation...LG PRODUCT IA GOOD ONLY.... INSTALATION SERVICE IS WOREST EXPERIENCE,0.6630901287553648
earphone,The media could not be loaded Not cooling and zero performance,0.6609442060085837
earphone,Indoor unit-26597Outdoor unit- 49900Hence reasonable price,0.6609442060085837
earphone,3m copper wire not provided Installation team charged 1800 for Stabilizer that too if a cheap company Realguard.,0.6566523605150214
earphone,Really bang for a buck. Great looks and perform well Plus it comes with all wires and casings inside Technicians were great too and they just came with their tools required for drilling etc Really impressed with LG and planning to replace my Daikin with LG later Long term performance however remains to be assessed,0.6566523605150214
earphone,Good quality AC from LG - lives unto its standard. Lower price or better energy efficiency would have made a 5 ⭐️,0.6566523605150214
earphone,Only after two weeks of installation the AC started showing error codes and not cooling,0.6545064377682404
earphone,Of you are buying an ac then it should be LG,0.6545064377682404
earphone,"ac works fine,make sure you get it installed properly,get the installation knowledge before the installation team arrives,so you can guide them properly before installing the product",0.6502145922746781
earphone,C is working fine but the actual load is quite high as compared to others brands,0.6502145922746781
earphone,I have done lot of research before purchasing this Really happy with the purchase even though it is little more costly.The noise level is very less I can also see the freshness in the room because of the dehumidifier and anti bacterial functionality.It is correctly maintaining the temperature without cooling too much.Installation happened on the third day. Fortunately in Hyderabad the installation team has done a good job and were professional.Thank you.,0.648068669527897
earphone,Please do not buy this product. It has a missing key accessory which is a coolant hose pipe.,0.6459227467811158
earphone,Awesome cooling if your room is medium size its perfect for you.Different modes are given.One thing for sure you he to change bucket again and again because it produces lots of water. Well it depends on humidity i guess.Otherwise nothing wrong.Value for money product.,0.6373390557939914
